year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2024,12,OO,SkyWest Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",249.0,70.0,44.02,11.8,11.18,0.0,3.0,1.0,0.0,7130.0,4128.0,1305.0,938.0,0.0,759.0
2024,12,OO,SkyWest Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",937.0,186.0,95.45,16.52,31.29,0.0,42.74,17.0,4.0,19723.0,8028.0,3471.0,3172.0,0.0,5052.0
2024,12,OO,SkyWest Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",287.0,63.0,34.5,6.21,9.35,0.0,12.93,1.0,0.0,4487.0,2887.0,524.0,355.0,0.0,721.0
2024,12,OO,SkyWest Airlines Inc.,IDA,"Idaho Falls, ID: Idaho Falls Regional",244.0,39.0,19.54,2.0,1.41,0.0,16.04,0.0,2.0,3718.0,1981.0,897.0,90.0,0.0,750.0
2024,12,OO,SkyWest Airlines Inc.,IMT,"Iron Mountain/Kingsfd, MI: Ford",60.0,21.0,18.15,0.0,2.85,0.0,0.0,3.0,0.0,2054.0,1744.0,0.0,310.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",55.0,15.0,10.08,3.0,1.56,0.0,0.36,0.0,0.0,986.0,549.0,389.0,40.0,0.0,8.0
2024,12,OO,SkyWest Airlines Inc.,INL,"International Falls, MN: Falls International Einarson Field",54.0,17.0,12.54,3.0,1.46,0.0,0.0,3.0,0.0,2559.0,2041.0,454.0,64.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",91.0,21.0,9.74,3.86,2.66,0.0,4.74,2.0,7.0,1188.0,354.0,283.0,139.0,0.0,412.0
2024,12,OO,SkyWest Airlines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,0.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",201.0,47.0,28.09,6.83,12.08,0.0,0.0,2.0,0.0,5089.0,3307.0,634.0,1148.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,JLN,"Joplin, MO: Joplin Regional",53.0,10.0,3.58,1.0,1.45,0.0,3.96,0.0,2.0,1205.0,255.0,33.0,103.0,0.0,814.0
2024,12,OO,SkyWest Airlines Inc.,JMS,"Jamestown, ND: Jamestown Regional",57.0,9.0,3.33,0.94,0.98,0.0,3.75,1.0,3.0,566.0,70.0,168.0,32.0,0.0,296.0
2024,12,OO,SkyWest Airlines Inc.,JST,"Johnstown, PA: John Murtha Johnstown-Cambria County",62.0,20.0,8.36,3.0,2.75,0.0,5.9,0.0,1.0,5872.0,1995.0,1989.0,175.0,0.0,1713.0
2024,12,OO,SkyWest Airlines Inc.,LAN,"Lansing, MI: Capital Region International",78.0,21.0,16.38,2.23,2.39,0.0,0.0,0.0,0.0,1365.0,942.0,291.0,132.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,LAR,"Laramie, WY: Laramie Regional",53.0,6.0,4.58,0.0,0.61,0.0,0.81,0.0,0.0,507.0,387.0,0.0,33.0,0.0,87.0
2024,12,OO,SkyWest Airlines Inc.,LAS,"Las Vegas, NV: Harry Reid International",314.0,120.0,24.92,21.26,27.95,0.0,45.86,8.0,0.0,9327.0,2648.0,1321.0,1951.0,0.0,3407.0
2024,12,OO,SkyWest Airlines Inc.,LAW,"Lawton/Fort Sill, OK: Lawton-Fort Sill Regional",91.0,22.0,11.2,6.5,2.3,0.0,2.0,3.0,0.0,2135.0,602.0,1177.0,166.0,0.0,190.0
2024,12,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3463.0,683.0,331.62,120.22,106.84,0.0,124.32,36.0,10.0,56849.0,26131.0,14333.0,7640.0,0.0,8745.0
2024,12,OO,SkyWest Airlines Inc.,LBB,"Lubbock, TX: Lubbock Preston Smith International",169.0,24.0,16.87,1.81,1.32,1.0,3.0,1.0,0.0,2557.0,2084.0,131.0,102.0,51.0,189.0
2024,12,OO,SkyWest Airlines Inc.,LBF,"North Platte, NE: North Platte Regional Airport Lee Bird Field",53.0,6.0,4.82,0.0,0.2,0.0,0.98,0.0,1.0,466.0,247.0,0.0,10.0,0.0,209.0
2024,12,OO,SkyWest Airlines Inc.,LBL,"Liberal, KS: Liberal Mid-America Regional",53.0,9.0,5.0,1.0,0.08,0.0,2.92,0.0,1.0,529.0,240.0,135.0,2.0,0.0,152.0
2024,12,OO,SkyWest Airlines Inc.,LCH,"Lake Charles, LA: Lake Charles Regional",91.0,13.0,7.69,1.95,2.56,0.0,0.8,5.0,0.0,943.0,369.0,232.0,301.0,0.0,41.0
2024,12,OO,SkyWest Airlines Inc.,LEX,"Lexington, KY: Blue Grass",151.0,28.0,19.02,2.0,3.98,0.0,3.0,0.0,0.0,1170.0,714.0,223.0,127.0,0.0,106.0
2024,12,OO,SkyWest Airlines Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",43.0,5.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,221.0,175.0,0.0,0.0,0.0,46.0
2024,12,OO,SkyWest Airlines Inc.,LGA,"New York, NY: LaGuardia",316.0,90.0,53.44,9.1,27.46,0.0,0.0,0.0,3.0,7588.0,5081.0,848.0,1659.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,LGB,"Long Beach, CA: Long Beach Airport",42.0,3.0,2.0,0.85,0.15,0.0,0.0,0.0,1.0,102.0,69.0,28.0,5.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",120.0,12.0,5.68,1.0,1.99,0.0,3.34,0.0,0.0,720.0,347.0,79.0,71.0,0.0,223.0
2024,12,OO,SkyWest Airlines Inc.,LNK,"Lincoln, NE: Lincoln Airport",172.0,25.0,18.01,1.59,2.4,0.0,3.0,1.0,0.0,2430.0,2141.0,55.0,124.0,0.0,110.0
2024,12,OO,SkyWest Airlines Inc.,LWS,"Lewiston, ID: Lewiston Nez Perce County",93.0,7.0,3.74,2.57,0.69,0.0,0.0,0.0,3.0,1325.0,222.0,1059.0,44.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",305.0,41.0,22.35,3.99,5.07,0.0,9.59,1.0,0.0,3145.0,2126.0,389.0,244.0,0.0,386.0
2024,12,OO,SkyWest Airlines Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",194.0,66.0,41.73,8.25,10.88,0.0,5.14,2.0,0.0,4581.0,2830.0,949.0,455.0,0.0,347.0
2024,12,OO,SkyWest Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",154.0,38.0,17.55,1.81,5.53,0.0,13.11,0.0,1.0,2339.0,813.0,285.0,463.0,0.0,778.0
2024,12,OO,SkyWest Airlines Inc.,MCW,"Mason City, IA: Mason City Municipal",53.0,13.0,5.2,0.0,1.28,0.0,6.52,5.0,1.0,899.0,250.0,0.0,84.0,0.0,565.0
2024,12,OO,SkyWest Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",90.0,24.0,16.0,3.0,2.27,0.0,2.72,0.0,0.0,1662.0,921.0,329.0,170.0,0.0,242.0
2024,12,OO,SkyWest Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International",156.0,47.0,27.02,12.25,7.73,0.0,0.0,1.0,0.0,3381.0,2008.0,969.0,404.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,MEI,"Meridian, MS: Key Field",53.0,12.0,5.92,0.0,0.8,0.0,5.28,1.0,1.0,1472.0,1060.0,0.0,26.0,0.0,386.0
2024,12,OO,SkyWest Airlines Inc.,MEM,"Memphis, TN: Memphis International",24.0,7.0,4.11,1.0,0.89,0.0,1.0,0.0,0.0,339.0,130.0,150.0,17.0,0.0,42.0
2024,12,OO,SkyWest Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",120.0,11.0,6.0,3.95,1.05,0.0,0.0,0.0,0.0,793.0,425.0,325.0,43.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,MFR,"Medford, OR: Rogue Valley International - Medford",261.0,44.0,20.74,11.95,6.8,0.0,4.52,17.0,3.0,3363.0,1662.0,1045.0,433.0,0.0,223.0
2024,12,OO,SkyWest Airlines Inc.,MGM,"Montgomery, AL: Montgomery Regional",106.0,35.0,21.93,6.89,2.32,0.0,3.85,4.0,1.0,2304.0,1133.0,659.0,266.0,0.0,246.0
2024,12,OO,SkyWest Airlines Inc.,MGW,"Morgantown, WV: Morgantown Municipal Walter L Bill Hart Field",38.0,11.0,4.0,3.31,0.69,0.0,3.0,1.0,1.0,2168.0,262.0,1160.0,54.0,0.0,692.0
2024,12,OO,SkyWest Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",524.0,168.0,100.58,17.9,25.02,0.0,24.5,1.0,1.0,15118.0,9822.0,1336.0,1572.0,0.0,2388.0
2024,12,OO,SkyWest Airlines Inc.,MLI,"Moline, IL: Quad Cities International",109.0,29.0,12.91,3.97,5.02,0.0,7.09,0.0,0.0,2446.0,1102.0,254.0,248.0,0.0,842.0
2024,12,OO,SkyWest Airlines Inc.,MLU,"Monroe, LA: Monroe Regional",16.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,142.0,105.0,37.0,0.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,MOT,"Minot, ND: Minot International",181.0,38.0,19.83,11.4,5.77,0.0,1.0,0.0,4.0,3096.0,1055.0,1633.0,368.0,0.0,40.0
2024,12,OO,SkyWest Airlines Inc.,MQT,"Marquette, MI: Marquette Sawyer Regional",31.0,5.0,3.96,1.0,0.04,0.0,0.0,2.0,0.0,370.0,306.0,61.0,3.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,MRY,"Monterey, CA: Monterey Regional",316.0,68.0,22.14,3.0,11.36,0.0,31.5,4.0,5.0,3810.0,1279.0,189.0,572.0,0.0,1770.0
2024,12,OO,SkyWest Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",133.0,50.0,29.34,4.81,7.35,0.4,8.1,0.0,0.0,3929.0,2089.0,692.0,352.0,8.0,788.0
2024,12,OO,SkyWest Airlines Inc.,MSO,"Missoula, MT: Missoula Montana",104.0,14.0,8.22,3.81,0.97,0.0,1.0,0.0,1.0,848.0,340.0,435.0,26.0,0.0,47.0
2024,12,OO,SkyWest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",2337.0,640.0,413.85,147.94,73.2,2.0,3.0,48.0,2.0,70862.0,48144.0,17517.0,4690.0,264.0,247.0
2024,12,OO,SkyWest Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",42.0,11.0,2.0,2.0,3.47,0.0,3.53,0.0,0.0,599.0,99.0,101.0,197.0,0.0,202.0
2024,12,OO,SkyWest Airlines Inc.,OAK,"Oakland, CA: Metro Oakland International",46.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,143.0,105.0,38.0,0.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",520.0,92.0,52.03,11.01,10.62,1.0,17.34,3.0,0.0,7593.0,4154.0,788.0,594.0,105.0,1952.0
2024,12,OO,SkyWest Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",430.0,87.0,49.04,18.06,11.95,0.0,7.95,0.0,2.0,6797.0,4491.0,963.0,759.0,0.0,584.0
2024,12,OO,SkyWest Airlines Inc.,ONT,"Ontario, CA: Ontario International",212.0,29.0,14.59,4.37,6.47,0.0,3.57,1.0,0.0,1684.0,644.0,229.0,649.0,0.0,162.0
2024,12,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4144.0,1120.0,520.94,77.78,178.24,0.53,342.5,52.0,4.0,102869.0,45188.0,11679.0,10330.0,8.0,35664.0
2024,12,OO,SkyWest Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",53.0,15.0,11.95,0.56,2.49,0.0,0.0,0.0,1.0,1030.0,826.0,33.0,171.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,OTH,"North Bend/Coos Bay, OR: Southwest Oregon Regional",21.0,5.0,2.0,0.0,1.3,0.0,1.7,0.0,0.0,352.0,58.0,0.0,56.0,0.0,238.0
2024,12,OO,SkyWest Airlines Inc.,PDX,"Portland, OR: Portland International",901.0,142.0,52.66,21.93,24.87,0.93,41.62,2.0,0.0,9215.0,2978.0,2055.0,1422.0,92.0,2668.0
2024,12,OO,SkyWest Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",26.0,6.0,4.75,0.76,0.48,0.0,0.0,0.0,0.0,492.0,438.0,29.0,25.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2543.0,418.0,265.97,34.61,35.0,2.52,79.89,17.0,0.0,33181.0,24116.0,3577.0,1670.0,79.0,3739.0
2024,12,OO,SkyWest Airlines Inc.,PIA,"Peoria, IL: General Downing - Peoria International",113.0,36.0,16.91,2.63,6.39,0.0,10.08,0.0,0.0,2265.0,1030.0,194.0,398.0,0.0,643.0
2024,12,OO,SkyWest Airlines Inc.,PIB,"Hattiesburg/Laurel, MS: Hattiesburg-Laurel Regional",53.0,5.0,1.92,1.38,0.7,0.0,1.0,2.0,0.0,415.0,173.0,68.0,92.0,0.0,82.0
2024,12,OO,SkyWest Airlines Inc.,PIH,"Pocatello, ID: Pocatello Regional",57.0,4.0,2.95,0.97,0.08,0.0,0.0,0.0,0.0,442.0,111.0,320.0,11.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",129.0,30.0,18.24,3.66,8.1,0.0,0.0,0.0,0.0,1609.0,1074.0,186.0,349.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,PLN,"Pellston, MI: Pellston Regional Airport of Emmet County",54.0,14.0,7.55,4.0,2.45,0.0,0.0,3.0,0.0,1415.0,383.0,920.0,112.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",28.0,6.0,4.62,0.0,1.38,0.0,0.0,0.0,0.0,306.0,228.0,0.0,78.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,PRC,"Prescott, AZ: Prescott Regional Ernest A Love Field",62.0,10.0,6.76,0.0,0.57,0.0,2.67,0.0,0.0,1065.0,612.0,0.0,71.0,0.0,382.0
2024,12,OO,SkyWest Airlines Inc.,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",463.0,77.0,38.54,16.32,9.36,1.84,10.93,1.0,5.0,5283.0,2573.0,1661.0,501.0,130.0,418.0
2024,12,OO,SkyWest Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",547.0,88.0,26.55,6.96,20.08,0.0,34.4,2.0,1.0,5234.0,1761.0,478.0,1071.0,0.0,1924.0
2024,12,OO,SkyWest Airlines Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",15.0,8.0,6.0,0.65,0.35,0.0,1.0,0.0,0.0,1973.0,1720.0,44.0,24.0,0.0,185.0
2024,12,OO,SkyWest Airlines Inc.,PVU,"Provo, UT: Provo Municipal",122.0,37.0,19.51,8.1,4.64,0.0,4.75,2.0,0.0,3193.0,1469.0,1115.0,242.0,0.0,367.0
2024,12,OO,SkyWest Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",71.0,23.0,13.63,5.87,3.5,0.0,0.0,1.0,0.0,2869.0,1877.0,844.0,148.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,RAP,"Rapid City, SD: Rapid City Regional",185.0,28.0,18.87,1.0,4.28,0.0,3.85,0.0,0.0,1406.0,1064.0,16.0,144.0,0.0,182.0
2024,12,OO,SkyWest Airlines Inc.,RDD,"Redding, CA: Redding Regional",146.0,23.0,11.01,3.85,2.4,0.96,4.79,1.0,2.0,2287.0,606.0,537.0,104.0,77.0,963.0
2024,12,OO,SkyWest Airlines Inc.,RDM,"Bend/Redmond, OR: Roberts Field",315.0,50.0,22.73,10.08,7.67,0.0,9.52,25.0,3.0,2898.0,857.0,984.0,534.0,0.0,523.0
2024,12,OO,SkyWest Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",116.0,15.0,8.38,4.87,1.75,0.0,0.0,0.0,0.0,893.0,396.0,393.0,104.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,RHI,"Rhinelander, WI: Rhinelander/Oneida County",61.0,14.0,10.14,1.69,2.18,0.0,0.0,3.0,0.0,1309.0,1192.0,27.0,90.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,RIC,"Richmond, VA: Richmond International",67.0,21.0,12.46,4.71,3.82,0.0,0.0,0.0,0.0,1752.0,845.0,697.0,210.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,RIW,"Riverton/Lander, WY: Central Wyoming Regional",62.0,6.0,4.43,1.0,0.57,0.0,0.0,0.0,0.0,495.0,388.0,97.0,10.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,RKS,"Rock Springs, WY: Southwest Wyoming Regional",62.0,6.0,3.25,1.0,0.9,0.0,0.85,0.0,0.0,878.0,694.0,129.0,26.0,0.0,29.0
2024,12,OO,SkyWest Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",485.0,107.0,49.41,14.02,15.2,0.0,28.37,1.0,2.0,6758.0,3675.0,1029.0,636.0,0.0,1418.0
2024,12,OO,SkyWest Airlines Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",67.0,26.0,13.11,1.93,2.52,0.0,8.44,2.0,3.0,905.0,439.0,65.0,110.0,0.0,291.0
2024,12,OO,SkyWest Airlines Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",18.0,7.0,5.03,1.0,0.97,0.0,0.0,0.0,0.0,250.0,186.0,33.0,31.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,ROW,"Roswell, NM: Roswell Air Center",90.0,20.0,10.32,2.65,2.21,0.0,4.82,5.0,0.0,1103.0,726.0,177.0,89.0,0.0,111.0
2024,12,OO,SkyWest Airlines Inc.,RST,"Rochester, MN: Rochester International",78.0,24.0,17.33,3.99,2.68,0.0,0.0,3.0,0.0,3709.0,2827.0,597.0,285.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,SAF,"Santa Fe, NM: Santa Fe Municipal",285.0,59.0,27.26,8.55,4.34,0.0,18.84,2.0,0.0,4551.0,1628.0,1798.0,177.0,0.0,948.0
2024,12,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",1162.0,384.0,115.26,52.27,96.27,0.0,120.21,51.0,16.0,27024.0,6464.0,5965.0,6996.0,0.0,7599.0
2024,12,OO,SkyWest Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",94.0,17.0,11.39,1.0,4.61,0.0,0.0,0.0,0.0,1024.0,707.0,26.0,291.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,0.0,0.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,SBA,"Santa Barbara, CA: Santa Barbara Municipal",113.0,28.0,9.29,7.67,5.42,0.0,5.62,2.0,0.0,3523.0,752.0,1561.0,276.0,0.0,934.0
2024,12,OO,SkyWest Airlines Inc.,SBN,"South Bend, IN: South Bend International",404.0,114.0,73.3,9.96,17.0,0.0,13.74,3.0,2.0,10054.0,6815.0,1255.0,896.0,0.0,1088.0
2024,12,OO,SkyWest Airlines Inc.,SBP,"San Luis Obispo, CA: San Luis County Regional",374.0,75.0,27.36,13.87,11.0,0.0,22.77,19.0,8.0,7644.0,1277.0,3872.0,743.0,0.0,1752.0
2024,12,OO,SkyWest Airlines Inc.,SCE,"State College, PA: University Park",15.0,5.0,1.34,0.58,1.09,0.0,2.0,0.0,0.0,278.0,77.0,38.0,52.0,0.0,111.0
2024,12,OO,SkyWest Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",162.0,46.0,28.53,7.72,3.82,0.0,5.93,0.0,0.0,3642.0,2263.0,460.0,206.0,0.0,713.0
2024,12,OO,SkyWest Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",2087.0,350.0,152.02,101.18,49.9,2.0,44.89,29.0,9.0,23147.0,8669.0,9888.0,2264.0,155.0,2171.0
2024,12,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",3018.0,818.0,287.96,71.73,270.57,0.0,187.74,49.0,11.0,63156.0,18241.0,7132.0,21525.0,0.0,16258.0
2024,12,OO,SkyWest Airlines Inc.,SGF,"Springfield, MO: Springfield-Branson National",247.0,68.0,38.63,2.47,6.91,0.0,19.98,0.0,0.0,6924.0,3378.0,174.0,365.0,0.0,3007.0
2024,12,OO,SkyWest Airlines Inc.,SGU,"St. George, UT: St George Regional",313.0,37.0,25.21,4.88,2.08,0.0,4.83,0.0,1.0,2595.0,1880.0,344.0,163.0,0.0,208.0
2024,12,OO,SkyWest Airlines Inc.,SHR,"Sheridan, WY: Sheridan County",62.0,6.0,2.56,0.0,0.44,0.0,3.0,0.0,0.0,295.0,124.0,0.0,17.0,0.0,154.0
2024,12,OO,SkyWest Airlines Inc.,SHV,"Shreveport, LA: Shreveport Regional",147.0,34.0,19.74,8.93,2.93,0.0,2.4,0.0,2.0,3034.0,1939.0,564.0,433.0,0.0,98.0
2024,12,OO,SkyWest Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",640.0,132.0,53.83,27.43,14.46,0.0,36.28,4.0,3.0,8694.0,3567.0,1930.0,829.0,0.0,2368.0
2024,12,OO,SkyWest Airlines Inc.,SJT,"San Angelo, TX: San Angelo Regional/Mathis Field",91.0,20.0,14.93,0.83,2.11,0.0,2.13,5.0,0.0,914.0,769.0,20.0,71.0,0.0,54.0
2024,12,OO,SkyWest Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",2778.0,357.0,175.68,91.73,44.76,1.0,43.83,14.0,6.0,31798.0,16828.0,8742.0,2618.0,42.0,3568.0
2024,12,OO,SkyWest Airlines Inc.,SLN,"Salina, KS: Salina Regional",62.0,11.0,6.46,0.0,0.81,0.0,3.73,0.0,0.0,506.0,357.0,0.0,40.0,0.0,109.0
2024,12,OO,SkyWest Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",720.0,151.0,64.78,30.99,26.53,0.89,27.8,5.0,2.0,9639.0,3646.0,2438.0,1679.0,25.0,1851.0
2024,12,OO,SkyWest Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",300.0,67.0,13.3,8.78,15.06,0.0,29.86,5.0,2.0,4202.0,671.0,660.0,988.0,0.0,1883.0
2024,12,OO,SkyWest Airlines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",8.0,3.0,0.0,0.95,0.25,0.0,1.8,0.0,2.0,207.0,0.0,62.0,10.0,0.0,135.0
2024,12,OO,SkyWest Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",62.0,21.0,13.73,4.9,2.37,0.0,0.0,0.0,0.0,2167.0,1642.0,355.0,170.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",324.0,97.0,23.93,7.45,27.1,0.0,38.52,5.0,0.0,6573.0,1553.0,759.0,1350.0,0.0,2911.0
2024,12,OO,SkyWest Airlines Inc.,SUN,"Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",206.0,29.0,13.27,4.97,3.69,0.0,7.08,4.0,0.0,1649.0,625.0,413.0,184.0,0.0,427.0
2024,12,OO,SkyWest Airlines Inc.,SUX,"Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field",62.0,10.0,4.95,1.0,1.3,0.0,2.75,3.0,1.0,1373.0,489.0,764.0,49.0,0.0,71.0
2024,12,OO,SkyWest Airlines Inc.,SWO,"Stillwater, OK: Stillwater Regional",61.0,5.0,3.0,1.0,0.0,0.0,1.0,4.0,0.0,404.0,218.0,74.0,0.0,0.0,112.0
2024,12,OO,SkyWest Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",142.0,42.0,26.67,8.28,7.05,0.0,0.0,0.0,0.0,3534.0,2467.0,730.0,337.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",294.0,54.0,30.98,4.12,5.43,0.0,13.47,1.0,2.0,4236.0,1851.0,347.0,294.0,0.0,1744.0
2024,12,OO,SkyWest Airlines Inc.,TUS,"Tucson, AZ: Tucson International",857.0,158.0,75.4,25.44,17.64,0.0,39.53,1.0,0.0,12325.0,5934.0,2339.0,1134.0,0.0,2918.0
2024,12,OO,SkyWest Airlines Inc.,TVC,"Traverse City, MI: Cherry Capital",82.0,24.0,13.56,1.16,3.33,0.0,5.95,1.0,1.0,1215.0,730.0,54.0,148.0,0.0,283.0
2024,12,OO,SkyWest Airlines Inc.,TWF,"Twin Falls, ID: Joslin Field - Magic Valley Regional",57.0,9.0,8.72,0.0,0.28,0.0,0.0,0.0,1.0,256.0,251.0,0.0,5.0,0.0,0.0
2024,12,OO,SkyWest Airlines Inc.,TXK,"Texarkana, AR: Texarkana Regional-Webb Field",61.0,14.0,7.99,2.79,0.24,0.0,2.98,3.0,2.0,1041.0,514.0,100.0,16.0,0.0,411.0
2024,12,OO,SkyWest Airlines Inc.,TYR,"Tyler, TX: Tyler Pounds Regional",91.0,30.0,11.84,8.47,3.01,0.0,6.68,2.0,0.0,4194.0,843.0,2696.0,155.0,0.0,500.0
2024,12,OO,SkyWest Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",118.0,21.0,10.58,0.92,1.68,0.0,7.82,0.0,0.0,2026.0,711.0,336.0,453.0,0.0,526.0
2024,12,OO,SkyWest Airlines Inc.,VCT,"Victoria, TX: Victoria Regional",56.0,6.0,4.4,0.0,0.6,0.0,1.0,1.0,0.0,362.0,267.0,0.0,52.0,0.0,43.0
2024,12,OO,SkyWest Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",169.0,22.0,13.78,0.29,2.93,0.0,5.0,0.0,0.0,1485.0,672.0,17.0,107.0,0.0,689.0
2024,12,OO,SkyWest Airlines Inc.,XWA,"Williston, ND: Williston Basin International",178.0,44.0,26.2,8.96,3.85,0.0,5.0,1.0,0.0,5502.0,3402.0,1454.0,292.0,0.0,354.0
2024,12,OO,SkyWest Airlines Inc.,YUM,"Yuma, AZ: Yuma MCAS/Yuma International",140.0,32.0,19.8,3.0,4.17,0.0,5.03,1.0,0.0,3029.0,1517.0,1054.0,142.0,0.0,316.0
2024,12,PT,Piedmont Airlines,AGS,"Augusta, GA: Augusta Regional at Bush Field",126.0,19.0,2.69,3.02,2.53,0.0,10.76,0.0,1.0,1146.0,125.0,342.0,98.0,0.0,581.0
